p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030720.array-combined.sumstats.gz	-0.0553	0.0312	-1.7717	0.0764	0.2041	0.0255	1.1042	0.02	-0.0179	0.0103
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030730.array-combined.sumstats.gz	0.1751	0.0459	3.8124	0.0001	0.187	0.018	1.0931	0.0279	0.2086	0.0102
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030740.array-combined.sumstats.gz	0.006	0.0364	0.1643	0.8695	0.07	0.0071	1.0617	0.0306	0.0106	0.007
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030750.array-combined.sumstats.gz	0.1365	0.0399	3.4221	0.0006	0.1989	0.016	1.1185	0.0262	0.0609	0.0096
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	0.1629	0.0829	1.9644	0.0495	0.2466	0.0351	1.1082	0.0314	0.281	0.0206
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	0.0005	0.0377	0.0134	0.9893	0.2106	0.0131	1.0877	0.0209	0.0113	0.0109
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	0.1784	0.2234	0.7984	0.4246	0.0573	0.0498	1.0956	0.0895	0.093	0.017
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	0.072	0.0255	2.8204	0.0048	0.1236	0.0129	1.0399	0.0118	0.0589	0.01
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	-0.0203	0.0359	-0.5642	0.5726	0.2101	0.0353	1.0777	0.0228	-0.0613	0.0124
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	-0.0547	0.0439	-1.245	0.2131	0.1247	0.042	1.1643	0.1306	-0.024	0.0103
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	-0.0279	0.0332	-0.8384	0.4018	0.0756	0.0097	1.0087	0.009	0.0009	0.0067
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	0.1696	0.0586	2.8939	0.0038	0.1504	0.0194	1.1023	0.0403	0.1724	0.0209
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	0.2809	0.0746	3.7647	0.0002	0.2101	0.0288	1.0434	0.0249	0.356	0.0215
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	0.0093	0.0276	0.338	0.7354	0.1843	0.033	1.0295	0.029	0.088	0.0076
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	0.938	0.0258	36.2935	2.0470e-288	0.2137	0.0465	1.155	0.0657	1.0874	0.0591
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	-0.0418	0.0591	-0.7072	0.4794	0.1306	0.0116	1.0758	0.0301	-0.0917	0.012
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	0.0431	0.0324	1.329	0.1838	0.1719	0.0116	1.1196	0.0217	0.039	0.0148
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	0.0559	0.0406	1.374	0.1694	0.1857	0.0181	1.0859	0.0235	0.0763	0.0142
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030500.array-combined.sumstats.gz	0.0923	0.0468	1.9729	0.0485	0.0319	0.0061	1.0038	0.0077	0.0068	0.006
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030510.array-combined.sumstats.gz	0.0054	0.0284	0.1903	0.8491	0.0531	0.0026	1.0127	0.0072	0.0325	0.0068
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	-0.0332	0.0282	-1.1757	0.2397	0.0353	0.0023	1.003	0.0073	0.0334	0.0059
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	0.0509	0.0424	1.201	0.2297	0.0574	0.0027	1.0148	0.0073	0.0338	0.0071
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030600.array-combined.sumstats.gz	0.1642	0.0433	3.7886	0.0002	0.1321	0.0111	1.0683	0.0226	0.1422	0.0144
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	0.1482	0.0565	2.6221	0.0087	0.1236	0.0086	1.047	0.0111	0.1414	0.0094
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	0.1232	0.0404	3.0494	0.0023	0.1214	0.0116	1.0973	0.0439	0.0801	0.0107
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	-0.3027	0.0689	-4.3969	1.0983e-05	0.1073	0.0442	1.1069	0.0913	-0.2075	0.0103
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	0.0204	0.0371	0.5512	0.5815	0.109	0.0075	1.0412	0.0113	0.0148	0.0087
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030700.array-combined.sumstats.gz	-0.0295	0.0329	-0.8972	0.3696	0.18	0.0119	1.1205	0.0224	-0.0231	0.0156
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030720.array-combined.sumstats.gz	-0.011	0.0326	-0.338	0.7353	0.2041	0.0255	1.1042	0.02	0.038	0.0107
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030730.array-combined.sumstats.gz	0.1814	0.0465	3.897	9.7389e-05	0.187	0.018	1.0931	0.0279	0.1925	0.0102
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030740.array-combined.sumstats.gz	0.0403	0.0342	1.1778	0.2389	0.07	0.0071	1.0617	0.0306	0.016	0.0067
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030750.array-combined.sumstats.gz	0.158	0.0433	3.6491	0.0003	0.1989	0.016	1.1185	0.0262	0.0924	0.0093
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	-0.0097	0.0378	-0.2577	0.7967	0.2106	0.0131	1.0877	0.0209	0.0108	0.0111
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	0.2079	0.2442	0.8513	0.3946	0.0573	0.0498	1.0956	0.0895	0.1111	0.0189
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	0.0654	0.0242	2.7074	0.0068	0.1236	0.0129	1.0399	0.0118	0.0502	0.0093
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	-0.0718	0.0354	-2.0274	0.0426	0.2101	0.0353	1.0777	0.0228	-0.1198	0.0119
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	-0.0439	0.0376	-1.1688	0.2425	0.1247	0.042	1.1643	0.1306	-0.0272	0.0105
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	-0.0432	0.0326	-1.3242	0.1854	0.0756	0.0097	1.0087	0.009	0.0044	0.0068
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	0.1801	0.0543	3.314	0.0009	0.1504	0.0194	1.1023	0.0403	0.1761	0.0189
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	0.3592	0.0887	4.0489	5.1463e-05	0.2101	0.0288	1.0434	0.0249	0.388	0.0223
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	0.0595	0.031	1.9184	0.0551	0.1843	0.033	1.0295	0.029	0.1094	0.0081
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	-0.1043	0.0628	-1.6613	0.0967	0.1306	0.0116	1.0758	0.0301	-0.1314	0.0123
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	0.028	0.0329	0.8516	0.3945	0.1719	0.0116	1.1196	0.0217	0.0229	0.0157
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	0.0792	0.0378	2.0923	0.0364	0.1857	0.0181	1.0859	0.0235	0.1026	0.0131
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030500.array-combined.sumstats.gz	-0.212	0.0759	-2.7936	0.0052	0.0319	0.0061	1.0038	0.0077	-0.013	0.006
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030510.array-combined.sumstats.gz	-0.2139	0.0325	-6.5794	4.7226e-11	0.0531	0.0026	1.0127	0.0072	-0.0879	0.0071
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	-0.0902	0.0363	-2.4861	0.0129	0.0353	0.0023	1.003	0.0073	-0.0514	0.0066
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	-0.2552	0.0282	-9.063	1.2686e-19	0.0574	0.0027	1.0148	0.0073	-0.1154	0.0068
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	0.0353	0.0365	0.9665	0.3338	0.1073	0.0442	1.1069	0.0913	0.0376	0.0069
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	-0.0687	0.0292	-2.3519	0.0187	0.109	0.0075	1.041	0.0113	-0.0369	0.0065
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030700.array-combined.sumstats.gz	0.0751	0.0265	2.8401	0.0045	0.1799	0.0119	1.1205	0.0224	0.0349	0.0075
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030720.array-combined.sumstats.gz	-0.0962	0.0269	-3.5775	0.0003	0.2042	0.0255	1.1041	0.02	-0.0669	0.009
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030730.array-combined.sumstats.gz	-0.4293	0.0408	-10.5218	6.8527e-26	0.187	0.0181	1.0931	0.0279	-0.4607	0.0108
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	0.0194	0.0229	0.8496	0.3955	0.1236	0.0129	1.0399	0.0118	0.0208	0.0068
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	0.0937	0.0384	2.4367	0.0148	0.1247	0.042	1.1643	0.1306	0.0449	0.0076
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	-0.0359	0.0422	-0.8503	0.3951	0.1504	0.0194	1.1022	0.0403	-0.0184	0.0119
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	-0.1694	0.0315	-5.3707	7.8449e-08	0.1844	0.033	1.0293	0.029	-0.2019	0.0084
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	-0.0732	0.0268	-2.7349	0.0062	0.1719	0.0116	1.1196	0.0217	-0.0336	0.0076
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	0.0435	0.0354	1.2283	0.2193	0.1857	0.0181	1.0858	0.0235	0.0045	0.0085
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030500.array-combined.sumstats.gz	0.1419	0.0599	2.3706	0.0178	0.0319	0.0061	1.0038	0.0077	-0.0412	0.0069
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	-0.015	0.0332	-0.4516	0.6515	0.0353	0.0023	1.003	0.0073	-0.0772	0.007
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	-0.0065	0.0249	-0.2594	0.7953	0.0574	0.0027	1.0148	0.0073	0.005	0.0061
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	-0.3975	0.0316	-12.57	3.0863e-36	0.109	0.0075	1.0412	0.0113	-0.4319	0.0109
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	0.0357	0.0265	1.3488	0.1774	0.1236	0.0129	1.0399	0.0118	-0.0182	0.0067
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	0.0874	0.0297	2.9462	0.0032	0.1504	0.0194	1.1023	0.0403	-0.021	0.0096
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	-0.2567	0.0422	-6.0783	1.2147e-09	0.1843	0.033	1.0295	0.029	-0.326	0.0142
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	0.0263	0.0203	1.2954	0.1952	0.1857	0.0181	1.0859	0.0235	-0.0374	0.0079
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	0.0293	0.0318	0.9203	0.3574	0.0353	0.0023	1.0031	0.0073	-0.0367	0.0059
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	0.0889	0.0291	3.0539	0.0023	0.0574	0.0027	1.0149	0.0073	-0.0107	0.0058
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	-0.0224	0.0289	-0.7734	0.4393	0.109	0.0076	1.0413	0.0113	0.0112	0.0072
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	-0.0145	0.0248	-0.5842	0.5591	0.1236	0.0129	1.0399	0.0118	0.0231	0.0072
